,index,Emotion,Statement
6655,5259,joy,Being together with my best friend.
6660,2730,fear,"The last time I was face to face with with the monstrous dog  _x000D_
which lives in my street."
6661,3119,fear,Going to the examn not well prepared.
6663,3054,fear,When my friend was involved in a car accident.
6665,2541,fear,"I was attacked, standing in a doorway, by a pack of 5 dogs,  _x000D_
alsatians and farm dogs with my escape route blocked by a shut  _x000D_
fence."
6678,5093,joy,"After being depressed because of a very bad relationship, my  _x000D_
first love called me and told me that he would always care for me  _x000D_
no matter what I did."
6683,4919,joy,"I was told that I had passed the statistics exam.  I had not  _x000D_
expected this so I was very happy."
6692,4615,joy,"When I saw my name in the newspaper and I knew that I entered at  _x000D_
the University."
6694,2677,fear,"When my father suffered with dizziness. He had to be  _x000D_
hospitalized, because the physician didn't know what was wrong.  _x000D_
Because his stools were black, I thought it could be cancer."
6704,2669,fear,"Just before I started my study I had to move, I was very afraid  _x000D_
to be left alone and that I could not manage it."
6706,2689,fear,"When I stayed alone in a house in Great Brittain and there was a  _x000D_
lot of rumour in the newspaper about a murderer still being free."
6707,2205,fear,Every time I meet a certain dog that has once bitten me.
6712,2731,fear,"In a rather important exam, when they caught me red handed  _x000D_
copying."
6713,4405,joy,"When I look at people around and know that people who are stupid  _x000D_
look stupid."
6714,4533,joy,Emotional reassurances by spouse.
6720,4467,joy,When I met my girlfriend - I had not counted on that.
6722,2844,fear,"When I saw an accident, a woman was run over and she died on the  _x000D_
spot."
6725,4834,joy,"When I got the positive result of my examination to achieve the  _x000D_
Bachelor Degree in Plychology."
6726,4647,joy,"An encounter with a man whom I love, after a very long  _x000D_
separation."
6728,2282,fear,"My father was away from home and he did not come back when he was  _x000D_
expected, he came back several hours later than expected."
6729,4579,joy,My admittance to the University.
6732,4517,joy,"My sister had a daughter. I saw the baby for the first time  _x000D_
through a pane of glass and she looked at me."
6734,5129,joy,"When I stood first in the B.A exams.  Earlier I had heard of  _x000D_
these boys and girls who were toppers, but when I first heard of  _x000D_
me having topped I could not believe it."
6737,4272,joy,"After my girlfriend had taken her exam we went to her parent's  _x000D_
place."
6743,2172,fear,When my dog ran out on thin ice last spring.
6745,4307,joy,"I worked at a lawyer's office during Summer and I got a very  _x000D_
good reference from him."
6751,2234,fear,"Earlier, I was afraid of speaking in front of a crowd of people."
6753,4623,joy,"After making an effort to enter at University I found a course  _x000D_
and a school of higher education which were compatible with my  _x000D_
experience and potentiality."
6754,4364,joy,"As an evening class teacher I got positive feedback.  When the  _x000D_
atmosphere is good and a kind of relaxed understanding exists."
6762,4532,joy,Seeing relations from overseas after a few years.
6764,2968,fear,"In the recent lightning storm, bolts of lightning were hitting  _x000D_
close by (1/8 mile). I was in bed at the time and was afraid I  _x000D_
might be struck."
6769,2197,fear,"I was within a hair's breadth of knocking down a drunkard who  _x000D_
suddenly ran into the street.  The fear came later when I      _x000D_
realized what could have happened."
6773,4786,joy,"Unofficially I was informed about my results of the final  _x000D_
examination of the secondary school. A teacher wrote them up for  _x000D_
me. When I went outside, I started crying with joy."
6778,5151,joy,"I most joyous moment was the day I got my marks.  I was very  _x000D_
happy when I came to know about my marks at the M.Sc (part I)  _x000D_
examination where I got 71.5%.  This was the highest marks I have  _x000D_
ever scored in my life."
6795,5321,joy,When I could study at university.
6802,4377,joy,"A friend which I hadn't seen for years, sent me a small present."
6803,4593,joy,"The situation in which I felt happiest in my life was when  _x000D_
I was with the person I love for the first time."
6804,2808,fear,When I broke the window pane of my next door neighbour's house.
6813,4790,joy,"I felt very happy when I heard I had passed the examination to  _x000D_
move up to the second year course."
6822,3074,fear,"My father gave me money for school fees and I didn't pay school  _x000D_
fees instead I spent it on beer and did not tell him about this."
6823,2803,fear,"When I woke up at night to find a fire spreading towards the bed  _x000D_
-rooms.  I was very frightened as I realized that I faced death."
6826,3167,fear,When I was walking along a road alone on my way to go shopping.
6829,2333,fear,"When I was 8 years old, I would usually come home from school  _x000D_
with my mother in a car.  For the first time I had to take the  _x000D_
school bus, and I mistook the bus stop and found myself two  _x000D_
kilometres away from where I lived.  I was very scared, wondering  _x000D_
how I would get back home."
6830,2228,fear,"I was rock-climbing and absailing & felt OK, but suddenly as I  _x000D_
was going over the cliff I was hit by fear - I couldn't go on  _x000D_
absailing down the cliff and had to be actually hauled back up  _x000D_
it."
6836,3165,fear,"When the doctor told me that there was something wrong with my  _x000D_
eye and I had to undergo an operation."
6837,2260,fear,"Climbing a mountain where the rocks were very loose. When we  _x000D_
realized the danger, we were very high up, but still had a long  _x000D_
climb ahead."
6843,2847,fear,"Two guys were fighting murderously and I feared that one of them  _x000D_
would be killed."
6846,2848,fear,"My uncle was taken to the UTC for an operation as he had cancer.   _x000D_
There had been a lot of deaths of late - 3 out of every 4  _x000D_
operated.  I was scared for my uncle's life."
6848,2170,fear,"Our tutorial group was soon to be divided, and we got a list of  _x000D_
names of freshmen, out of which five were to be in my group.  We  _x000D_
read the names and then each group went its own way to a seminar  _x000D_
room.  I wondered how I would cope with the new situation and if  _x000D_
I would succeed as a group leader."
6849,4876,joy,When I pass an exam.
6850,2779,fear,"We were camping in the mountains, and a friend and I went for a  _x000D_
walk.  It was getting darker and darker and we were not sure of  _x000D_
the right way back."
6857,2831,fear,After having taken an exam i feared having failed it.
6858,5348,joy,[ When my performance (homework or other work) is better than others.]
6861,5302,joy,Doing well in an examn.
6864,3169,fear,"Once at midnight, I was working alone at office and the phone  _x000D_
suddenly rang."
6865,3043,fear,"I was living with my brother and one day he went away on business  _x000D_
and I was left alone to look after the house and the property. At  _x000D_
night thieves came and wanted to break into the house."
6867,4498,joy,When I passed my final examination at school.
6870,4608,joy,"The day I received the key of my apartment and we could enter in  _x000D_
it, for my fiancT and I had bought it yet in plans, and it seemed  _x000D_
to us that this was almost impossible to happen."
6872,2749,fear,Continous fear of a nuclear war.
6876,4346,joy,"During the Christmas holidays, I met some of my old friends,  _x000D_
after not having seen them for six months."
6878,3217,fear,"This issue worried me rather than saddening me.  In mid September  _x000D_
I went to Guanggho alone.  I was looking for an accomodation in  _x000D_
the evening and after having walked 2 or 3 miles I still could not  _x000D_
find anything.  What could I do?  I was not worried about  _x000D_
sleeping on the streets but because of some procedural problems.   _x000D_
I finally found a place to sleep at 8 o'clock."
6880,2829,fear,"Birds had made nests in our thatched roof and they were flying  _x000D_
and flapping their wings in the bedroom at night.  It was very  _x000D_
dark and I could not even see my nose.  I did not know that it  _x000D_
was the birds till my mother told me so."
6882,2865,fear,"When I witnessed a bus accident in which a bus, full of passengers,  _x000D_
 nearly overturned on the Lusaka-Kabwe road. _x000D_
"
6884,2432,fear,"Going to a disco by myself to wait for some friends. We had  _x000D_
separated and hadn't planned where to meet. I wasn't sure if they  _x000D_
were even going to this place so I felt very conscious of being  _x000D_
alone."
